Query,IndexStrategy1,IndexStrategy2,t_stat,p_value
query_6,composite_indexes,partial_indexes,6.159682375534656,7.456465392068505e-08
query_6,composite_indexes,expression_indexes,-6.694162136790054,2.194591495928362e-07
query_6,composite_indexes,covering_indexes,-11.876749363369537,6.313892822580234e-15
query_6,partial_indexes,expression_indexes,-7.564635590613009,2.1309797310358214e-08
query_6,partial_indexes,covering_indexes,-15.57639385518663,3.934725536184304e-19
query_6,expression_indexes,covering_indexes,3.907535027672916,0.00046262044784881436
query_7,no_indexes,single_column_indexes,-2.8098995382768277,0.0068068166165205345
query_7,no_indexes,composite_indexes,1.6935908528101593,0.095846565734287
query_7,no_indexes,partial_indexes,-1.9765258098721057,0.05538180790152318
query_7,no_indexes,expression_indexes,-7.033547534636474,8.347954907063844e-08
query_7,no_indexes,covering_indexes,304.56283263154353,1.3944804161756521e-52
query_7,single_column_indexes,composite_indexes,4.350460440965233,6.321142298204443e-05
query_7,single_column_indexes,partial_indexes,-0.6322732150145424,0.5312748810542768
query_7,single_column_indexes,expression_indexes,-6.610873778065456,2.744335933474852e-07
query_7,single_column_indexes,covering_indexes,369.10428813710246,4.191272810001206e-55
query_7,composite_indexes,partial_indexes,-2.87158428697099,0.00642340114651715
query_7,composite_indexes,expression_indexes,-7.325727713757954,3.576070415589303e-08
query_7,composite_indexes,covering_indexes,256.7745083796879,2.266111480182324e-50
query_7,partial_indexes,expression_indexes,-6.169858826643052,5.057589912491415e-07
query_7,partial_indexes,covering_indexes,123.88883483214036,4.351359189902447e-41
query_7,expression_indexes,covering_indexes,43.74903316870122,4.905931841760111e-28
