Query,IndexStrategy1,IndexStrategy2,t_stat,p_value
query_7,no_indexes,covering_indexes,-9.288004401514094,1.3039028703900572e-12
query_7,single_column_indexes,composite_indexes,0.9053818538156911,0.3690861019754432
query_7,single_column_indexes,partial_indexes,-5.861124039234514,4.131431180452015e-07
query_7,single_column_indexes,expression_indexes,-7.419260732667132,7.910325900637332e-10
query_7,single_column_indexes,covering_indexes,-8.171280236627265,7.009943050779659e-11
query_7,composite_indexes,partial_indexes,-6.300256452937473,6.446433753904104e-08
query_7,composite_indexes,expression_indexes,-7.789788134119593,1.4691278712996225e-10
query_7,composite_indexes,covering_indexes,-8.507177855731774,1.2214182512884516e-11
query_7,partial_indexes,expression_indexes,-0.3611314740120371,0.7193934513600764
query_7,partial_indexes,covering_indexes,-1.3695065317465323,0.17622016329733553
query_7,expression_indexes,covering_indexes,-1.1644292641570242,0.24907864965041643
