Query,IndexStrategy1,IndexStrategy2,t_stat,p_value
query_1,no_indexes,single_column_indexes,34.0094310492452,3.339114805336718e-35
query_1,no_indexes,composite_indexes,14.029165513179695,1.975719193072477e-18
query_1,no_indexes,partial_indexes,14.717418058602824,1.6517270422477795e-18
query_1,no_indexes,expression_indexes,18.19924964982552,3.620511207359376e-19
query_1,no_indexes,covering_indexes,16.990521265305183,1.523595411045247e-19
query_1,single_column_indexes,composite_indexes,-27.719369985915925,3.9312410292057317e-35
query_1,single_column_indexes,partial_indexes,-29.062024249891675,1.0871302209264785e-35
query_1,single_column_indexes,expression_indexes,-30.647114451883663,1.5367889082143597e-30
query_1,single_column_indexes,covering_indexes,-29.062057088887304,1.7598462907578668e-33
query_1,composite_indexes,partial_indexes,0.3577163205115934,0.7218761294782632
query_1,composite_indexes,expression_indexes,4.0840422647374375,0.00018871083248527424
query_1,composite_indexes,covering_indexes,2.9090567249363386,0.005321302994379692
query_1,partial_indexes,expression_indexes,4.049680835596965,0.0001925453504529489
query_1,partial_indexes,covering_indexes,2.7401515301158814,0.008249556006253513
query_1,expression_indexes,covering_indexes,-1.1836303184426678,0.24185549839869822
query_2,no_indexes,single_column_indexes,11.480070951018563,1.4808869626690536e-16
query_2,no_indexes,composite_indexes,13.839836160124955,6.22949449729686e-17
query_2,no_indexes,partial_indexes,5.823958890099782,8.420947043513708e-07
query_2,no_indexes,expression_indexes,5.431001502954809,3.427849002656369e-06
query_2,no_indexes,covering_indexes,6.944983960098987,3.9500892594070445e-08
query_2,single_column_indexes,composite_indexes,-0.7295753685962227,0.4697826083248714
query_2,single_column_indexes,partial_indexes,-9.031799804890847,2.928891662656269e-11
query_2,single_column_indexes,expression_indexes,-9.674272374719004,7.2347422733974495e-12
query_2,single_column_indexes,covering_indexes,-8.390358923480935,5.04456612900244e-10
query_2,composite_indexes,partial_indexes,-13.944708625791263,3.589984261850893e-20
query_2,composite_indexes,expression_indexes,-15.472617458453284,4.418875589357019e-22
query_2,composite_indexes,covering_indexes,-13.74434317448108,2.5778620434404606e-19
query_2,partial_indexes,expression_indexes,-0.8720404625669874,0.38681857107632833
query_2,partial_indexes,covering_indexes,1.7509529705734292,0.08554047575313241
query_2,expression_indexes,covering_indexes,2.841901116831937,0.006215416328320462
query_3,no_indexes,single_column_indexes,-4.906729661098842,1.601288700481286e-05
query_3,no_indexes,composite_indexes,9.485703538039711,2.6650885493933165e-13
query_3,no_indexes,partial_indexes,9.85241078835268,5.6748167056903105e-14
query_3,no_indexes,expression_indexes,7.0408629636560685,2.6354889807819566e-09
query_3,no_indexes,covering_indexes,11.922110856066007,4.0867254840652815e-17
query_3,single_column_indexes,composite_indexes,10.176703472315157,2.728574195054029e-12
query_3,single_column_indexes,partial_indexes,10.459648398400471,8.180974045866975e-13
query_3,single_column_indexes,expression_indexes,8.988553577687679,2.35320193442837e-11
query_3,single_column_indexes,covering_indexes,11.529143826318286,6.946141817987551e-14
query_3,composite_indexes,partial_indexes,0.7668868337024336,0.44628054583183163
query_3,composite_indexes,expression_indexes,-1.4029221436906176,0.16631349754777494
query_3,composite_indexes,covering_indexes,2.735464769088965,0.008251970220208236
query_3,partial_indexes,expression_indexes,-2.027275143002487,0.047380394252795346
query_3,partial_indexes,covering_indexes,1.862285645722909,0.06765057077237639
query_3,expression_indexes,covering_indexes,3.76063756279647,0.00041277380054053123
query_4,no_indexes,single_column_indexes,147.00599788819548,4.2723039003190094e-67
query_4,no_indexes,composite_indexes,286.7912267416049,4.630372189426323e-54
query_4,no_indexes,partial_indexes,5.102556916199747,7.060525043311134e-06
query_4,no_indexes,expression_indexes,2.413110768737814,0.0191391580387915
query_4,no_indexes,covering_indexes,3.801297026756743,0.00034783924025160216
query_4,single_column_indexes,composite_indexes,174.00352256488657,2.636179044514075e-50
query_4,single_column_indexes,partial_indexes,-204.75741691080705,1.956000930224587e-81
query_4,single_column_indexes,expression_indexes,-165.9677498753081,3.2847008898157474e-76
query_4,single_column_indexes,covering_indexes,-143.30363166165498,8.439654127371388e-67
query_4,composite_indexes,partial_indexes,-524.9123663911454,9.67580313906528e-70
query_4,composite_indexes,expression_indexes,-347.8610384126812,5.804688421865003e-58
query_4,composite_indexes,covering_indexes,-283.68830443810316,5.910504318367986e-54
query_4,partial_indexes,expression_indexes,-2.74611681156711,0.008397324841558744
query_4,partial_indexes,covering_indexes,-0.3476003953571142,0.729810722438007
query_4,expression_indexes,covering_indexes,1.7563506706810605,0.08451876521641283
query_5,no_indexes,single_column_indexes,1.1919604738397775,0.23962316383811127
query_5,no_indexes,composite_indexes,9.78448878515149,2.8572423307839295e-11
query_5,no_indexes,partial_indexes,9.32072909621697,9.142508502606367e-11
query_5,no_indexes,expression_indexes,13.15668964902363,4.687579128233724e-19
query_5,no_indexes,covering_indexes,8.560367721147632,5.978474944659013e-10
query_5,single_column_indexes,composite_indexes,4.010327760327131,0.0003690781585187647
query_5,single_column_indexes,partial_indexes,3.7593952164373694,0.0007322866750653235
query_5,single_column_indexes,expression_indexes,7.5226671812721815,2.0263857294910704e-09
query_5,single_column_indexes,covering_indexes,3.3594689063818666,0.0021222870476374886
query_5,composite_indexes,partial_indexes,-1.2768597926775123,0.2067407120735665
query_5,composite_indexes,expression_indexes,8.196256237459842,1.8023446908715063e-09
query_5,composite_indexes,covering_indexes,-3.1898324502493467,0.002302471266910342
query_5,partial_indexes,expression_indexes,8.656327004528817,5.06739807262798e-10
query_5,partial_indexes,covering_indexes,-1.9448827443597614,0.05666203001896668
