Query,IndexStrategy,mean,median,std,var,min,max,count
query_1,composite_indexes,132.86933333333334,132.60500000000002,1.8425344863348816,3.394933333333346,130.952,140.472,30
query_1,covering_indexes,131.67326666666665,131.732,1.2947834310545248,1.6764641333333272,129.615,134.014,30
query_1,expression_indexes,131.3278,130.95499999999998,0.9376491660640915,0.8791859586206864,129.488,132.943,30
query_1,no_indexes,142.14483333333334,141.7235,3.1175275137279184,9.718977798850577,138.307,149.355,30
query_1,partial_indexes,132.70926666666665,132.368,1.616137219620811,2.6118995126436855,130.673,137.035,30
query_1,single_column_indexes,119.48116666666667,119.323,1.898271447529497,3.603434488505732,116.913,123.725,30
query_2,composite_indexes,6.8787666666666665,6.8875,0.24443413658169083,0.05974804712643669,6.532,7.364,30
query_2,covering_indexes,7.650833333333334,7.68,0.18685695863013968,0.03491552298850573,7.349,8.036,30
query_2,expression_indexes,7.7987,7.796,0.21517645525603338,0.04630090689655173,7.425,8.279,30
query_2,no_indexes,8.374133333333333,8.3895,0.5389648272916067,0.2904830850574714,7.536,9.707,30
query_2,partial_indexes,7.7476,7.7385,0.2381418875811008,0.056711558620689655,7.371,8.216,30
query_2,single_column_indexes,6.802033333333333,6.673,0.5216392255277544,0.2721074816091954,6.13,8.041,30
query_3,composite_indexes,20.820733333333333,20.856,0.32758299115178974,0.10731061609195357,20.201,21.399,30
query_3,covering_indexes,20.58693333333333,20.455,0.33442889387352787,0.11184268505747136,20.199,21.426,30
query_3,expression_indexes,20.958133333333333,21.0225,0.4247911237897687,0.1804474988505746,20.079,21.896,30
query_3,no_indexes,21.693033333333336,21.674,0.38260364683927517,0.14638555057471278,21.117,22.586,30
query_3,partial_indexes,20.753,20.741500000000002,0.3559706497006139,0.12671510344827716,20.114,21.795,30
query_3,single_column_indexes,22.5413,22.7635,0.8661528554276767,0.7502207689655178,20.904,24.052,30
query_4,composite_indexes,44.69403333333333,44.716,0.5540657550503741,0.30698886091954125,43.594,46.028,30
query_4,covering_indexes,217.8189,217.399,3.2963145287447624,10.865689472413806,213.25,228.334,30
query_4,expression_indexes,219.1834,218.455,2.690963455203618,7.2412843172413925,216.095,229.66,30
query_4,no_indexes,221.0671,220.60899999999998,3.322545102052405,11.039305955172425,216.717,231.119,30
query_4,partial_indexes,217.58303333333333,218.051,1.716827557129592,2.9474968609195624,213.682,220.935,30
query_4,single_column_indexes,114.9713,114.51,2.1416544064231555,4.586683596551719,112.008,122.674,30
query_5,composite_indexes,8100.640066666666,8102.232,47.61505728952836,2267.1936806850676,7987.954,8181.481,30
query_5,covering_indexes,8141.367966666667,8129.297,51.22001254256888,2623.4896848609137,8058.054,8260.275,30
query_5,expression_indexes,7823.071866666666,7716.626,179.2719848415137,32138.444549015916,7634.119,8114.518,30
query_5,no_indexes,8437.938466666666,8393.841,182.71276861100586,33383.95581349897,8138.35,8701.204,30
query_5,partial_indexes,8116.4181,8106.955,48.09987833761221,2313.5982960930965,8047.271,8217.967,30
query_5,single_column_indexes,8353.5366,8334.04,342.10331990411953,117034.68148942034,7815.72,9004.377,30
query_6,composite_indexes,6224.705933333334,6220.268,44.06641951444416,1941.8493288229854,6149.317,6394.483,30
query_6,covering_indexes,6348.8299,6350.269,72.86025548165271,5308.616828851705,6245.046,6506.452,30
query_6,expression_indexes,5766.762433333333,5762.159,17.39944744204559,302.74077128850683,5737.513,5810.446,30
query_6,no_indexes,7084.105833333333,7071.5575,160.84018622824578,25869.565505936782,6838.155,7502.316,30
query_6,partial_indexes,6191.744933333333,6187.081,25.317598672605648,640.9808025471232,6148.092,6247.761,30
query_6,single_column_indexes,6311.342433333334,6331.9259999999995,130.91651508385877,17139.13392170222,6026.473,6668.472,30
query_7,composite_indexes,6483.5584,6478.148999999999,282.43539040961986,79769.74975583437,6095.623,7345.143,30
query_7,covering_indexes,702.9078000000001,700.6025,8.660120160829187,74.99768120000016,688.335,722.334,30
query_7,expression_indexes,5228.4492,5189.074500000001,290.3187448173188,84284.97359230348,4954.825,6142.047,30
query_7,no_indexes,8411.7009,8405.982,418.08947288055595,174798.8073335411,7755.669,9155.41,30
query_7,partial_indexes,6169.263933333334,6114.515,173.92114951538824,30248.566248754032,5910.599,6586.295,30
query_7,single_column_indexes,6791.321166666667,6806.994000000001,536.3285836200944,287648.3496079365,6088.381,7911.285,30
