Query,RunNumber,ExecutionTime_ms,Configuration,IndexStrategy,DataSetSize
query_5,25,7934.517,Baseline,single_column_indexes,Medium
query_5,26,8326.676,Baseline,single_column_indexes,Medium
query_5,27,8350.973,Baseline,single_column_indexes,Medium
query_5,28,8031.461,Baseline,single_column_indexes,Medium
query_5,29,7815.72,Baseline,single_column_indexes,Medium
query_5,30,7932.011,Baseline,single_column_indexes,Medium
query_6,1,6043.767,Baseline,single_column_indexes,Medium
query_6,2,6026.473,Baseline,single_column_indexes,Medium
query_6,3,6227.704,Baseline,single_column_indexes,Medium
query_6,4,6300.05,Baseline,single_column_indexes,Medium
query_6,5,6397.64,Baseline,single_column_indexes,Medium
query_6,6,6365.309,Baseline,single_column_indexes,Medium
query_6,7,6332.592,Baseline,single_column_indexes,Medium
query_6,8,6308.243,Baseline,single_column_indexes,Medium
query_6,9,6285.879,Baseline,single_column_indexes,Medium
query_6,10,6319.323,Baseline,single_column_indexes,Medium
query_6,11,6379.921,Baseline,single_column_indexes,Medium
query_6,12,6326.7,Baseline,single_column_indexes,Medium
query_6,13,6324.929,Baseline,single_column_indexes,Medium
query_6,14,6447.359,Baseline,single_column_indexes,Medium
query_6,15,6367.671,Baseline,single_column_indexes,Medium
query_6,16,6431.894,Baseline,single_column_indexes,Medium
query_6,17,6446.874,Baseline,single_column_indexes,Medium
query_6,18,6440.665,Baseline,single_column_indexes,Medium
query_6,19,6378.965,Baseline,single_column_indexes,Medium
query_6,20,6373.381,Baseline,single_column_indexes,Medium
query_6,21,6336.446,Baseline,single_column_indexes,Medium
query_6,22,6668.472,Baseline,single_column_indexes,Medium
query_6,23,6332.148,Baseline,single_column_indexes,Medium
query_6,24,6332.148,Baseline,single_column_indexes,Medium
query_6,25,6331.704,Baseline,single_column_indexes,Medium
query_6,26,6166.77,Baseline,single_column_indexes,Medium
query_6,27,6180.444,Baseline,single_column_indexes,Medium
query_6,28,6147.076,Baseline,single_column_indexes,Medium
query_6,29,6174.431,Baseline,single_column_indexes,Medium
query_6,30,6145.295,Baseline,single_column_indexes,Medium
query_7,1,7604.208,Baseline,single_column_indexes,Medium
query_7,2,7205.684,Baseline,single_column_indexes,Medium
query_7,3,6821.093,Baseline,single_column_indexes,Medium
query_7,4,7911.285,Baseline,single_column_indexes,Medium
query_7,5,7572.134,Baseline,single_column_indexes,Medium
query_7,6,6821.093,Baseline,single_column_indexes,Medium
query_7,7,6575.724,Baseline,single_column_indexes,Medium
query_7,8,6211.607,Baseline,single_column_indexes,Medium
query_7,9,6197.796,Baseline,single_column_indexes,Medium
query_7,10,6849.29,Baseline,single_column_indexes,Medium
query_7,11,7046.65,Baseline,single_column_indexes,Medium
query_7,12,6563.772,Baseline,single_column_indexes,Medium
query_7,13,7262.193,Baseline,single_column_indexes,Medium
query_7,14,6539.437,Baseline,single_column_indexes,Medium
query_7,15,6792.895,Baseline,single_column_indexes,Medium
query_7,16,6896.127,Baseline,single_column_indexes,Medium
query_7,17,6271.661,Baseline,single_column_indexes,Medium
query_7,18,7145.455,Baseline,single_column_indexes,Medium
query_7,19,7555.426,Baseline,single_column_indexes,Medium
query_7,20,6088.381,Baseline,single_column_indexes,Medium
query_7,21,7110.094,Baseline,single_column_indexes,Medium
query_7,22,7777.901,Baseline,single_column_indexes,Medium
query_7,23,6205.598,Baseline,single_column_indexes,Medium
query_7,24,6277.124,Baseline,single_column_indexes,Medium
query_7,25,6302.037,Baseline,single_column_indexes,Medium
query_7,26,6454.469,Baseline,single_column_indexes,Medium
query_7,27,6983.094,Baseline,single_column_indexes,Medium
query_7,28,6258.51,Baseline,single_column_indexes,Medium
query_7,29,6153.197,Baseline,single_column_indexes,Medium
query_7,30,6285.7,Baseline,single_column_indexes,Medium
query_1,1,131.022,Baseline,composite_indexes,Medium
query_1,2,140.472,Baseline,composite_indexes,Medium
query_1,3,132.624,Baseline,composite_indexes,Medium
query_1,4,132.624,Baseline,composite_indexes,Medium
query_1,5,132.894,Baseline,composite_indexes,Medium
query_1,6,131.988,Baseline,composite_indexes,Medium
query_1,7,131.318,Baseline,composite_indexes,Medium
query_1,8,134.911,Baseline,composite_indexes,Medium
query_1,9,131.883,Baseline,composite_indexes,Medium
query_1,10,130.952,Baseline,composite_indexes,Medium
query_1,11,131.569,Baseline,composite_indexes,Medium
query_1,12,132.586,Baseline,composite_indexes,Medium
query_1,13,132.731,Baseline,composite_indexes,Medium
query_1,14,133.063,Baseline,composite_indexes,Medium
query_1,15,132.239,Baseline,composite_indexes,Medium
query_1,16,131.967,Baseline,composite_indexes,Medium
query_1,17,131.374,Baseline,composite_indexes,Medium
query_1,18,132.26,Baseline,composite_indexes,Medium
query_1,19,131.718,Baseline,composite_indexes,Medium
query_1,20,133.952,Baseline,composite_indexes,Medium
query_1,21,133.625,Baseline,composite_indexes,Medium
query_1,22,131.656,Baseline,composite_indexes,Medium
query_1,23,135.176,Baseline,composite_indexes,Medium
query_1,24,134.842,Baseline,composite_indexes,Medium
query_1,25,131.373,Baseline,composite_indexes,Medium
query_1,26,133.581,Baseline,composite_indexes,Medium
query_1,27,133.288,Baseline,composite_indexes,Medium
query_1,28,131.692,Baseline,composite_indexes,Medium
query_1,29,134.039,Baseline,composite_indexes,Medium
query_1,30,132.661,Baseline,composite_indexes,Medium
query_2,1,6.908,Baseline,composite_indexes,Medium
query_2,2,6.532,Baseline,composite_indexes,Medium
query_2,3,7.046,Baseline,composite_indexes,Medium
query_2,4,6.607,Baseline,composite_indexes,Medium
query_2,5,6.702,Baseline,composite_indexes,Medium
query_2,6,6.68,Baseline,composite_indexes,Medium
query_2,7,7.155,Baseline,composite_indexes,Medium
query_2,8,7.128,Baseline,composite_indexes,Medium
query_2,9,7.015,Baseline,composite_indexes,Medium
query_2,10,6.997,Baseline,composite_indexes,Medium
query_2,11,7.364,Baseline,composite_indexes,Medium
query_2,12,6.784,Baseline,composite_indexes,Medium
query_2,13,6.978,Baseline,composite_indexes,Medium
query_2,14,6.779,Baseline,composite_indexes,Medium
query_2,15,6.908,Baseline,composite_indexes,Medium
query_2,16,7.289,Baseline,composite_indexes,Medium
query_2,17,6.867,Baseline,composite_indexes,Medium
query_2,18,7.241,Baseline,composite_indexes,Medium
query_2,19,6.64,Baseline,composite_indexes,Medium
query_2,20,7.019,Baseline,composite_indexes,Medium
query_2,21,6.709,Baseline,composite_indexes,Medium
query_2,22,7.24,Baseline,composite_indexes,Medium
query_2,23,6.581,Baseline,composite_indexes,Medium
query_2,24,6.569,Baseline,composite_indexes,Medium
query_2,25,6.948,Baseline,composite_indexes,Medium
query_2,26,6.826,Baseline,composite_indexes,Medium
query_2,27,6.535,Baseline,composite_indexes,Medium
query_2,28,6.635,Baseline,composite_indexes,Medium
query_2,29,7.058,Baseline,composite_indexes,Medium
query_2,30,6.623,Baseline,composite_indexes,Medium
query_3,1,20.441,Baseline,composite_indexes,Medium
query_3,2,20.846,Baseline,composite_indexes,Medium
query_3,3,20.499,Baseline,composite_indexes,Medium
query_3,4,21.399,Baseline,composite_indexes,Medium
query_3,5,20.548,Baseline,composite_indexes,Medium
query_3,6,21.319,Baseline,composite_indexes,Medium
query_3,7,20.866,Baseline,composite_indexes,Medium
query_3,8,20.606,Baseline,composite_indexes,Medium
query_3,9,20.378,Baseline,composite_indexes,Medium
query_3,10,20.347,Baseline,composite_indexes,Medium
query_3,11,20.934,Baseline,composite_indexes,Medium
query_3,12,21.381,Baseline,composite_indexes,Medium
query_3,13,20.856,Baseline,composite_indexes,Medium
query_3,14,20.778,Baseline,composite_indexes,Medium
query_3,15,20.91,Baseline,composite_indexes,Medium
query_3,16,20.872,Baseline,composite_indexes,Medium
query_3,17,20.907,Baseline,composite_indexes,Medium
query_3,18,20.667,Baseline,composite_indexes,Medium
query_3,19,21.045,Baseline,composite_indexes,Medium
query_3,20,20.856,Baseline,composite_indexes,Medium
query_3,21,21.269,Baseline,composite_indexes,Medium
query_3,22,20.491,Baseline,composite_indexes,Medium
query_3,23,20.777,Baseline,composite_indexes,Medium
query_3,24,21.098,Baseline,composite_indexes,Medium
query_3,25,21.226,Baseline,composite_indexes,Medium
query_3,26,21.193,Baseline,composite_indexes,Medium
query_3,27,20.686,Baseline,composite_indexes,Medium
query_3,28,20.873,Baseline,composite_indexes,Medium
query_3,29,20.201,Baseline,composite_indexes,Medium
query_3,30,20.353,Baseline,composite_indexes,Medium
query_4,1,43.716,Baseline,composite_indexes,Medium
query_4,2,44.716,Baseline,composite_indexes,Medium
query_4,3,44.455,Baseline,composite_indexes,Medium
query_4,4,44.84,Baseline,composite_indexes,Medium
query_4,5,44.027,Baseline,composite_indexes,Medium
query_4,6,44.121,Baseline,composite_indexes,Medium
query_4,7,44.716,Baseline,composite_indexes,Medium
query_4,8,44.819,Baseline,composite_indexes,Medium
query_4,9,44.717,Baseline,composite_indexes,Medium
query_4,10,44.454,Baseline,composite_indexes,Medium
query_4,11,44.369,Baseline,composite_indexes,Medium
