Query,RunNumber,ExecutionTime_ms,Configuration,IndexStrategy,DataSetSize
query_1,11,2572.137,High Memory,single_column_indexes,Large
query_1,12,2189.47,High Memory,single_column_indexes,Large
query_1,13,2456.205,High Memory,single_column_indexes,Large
query_1,14,2414.643,High Memory,single_column_indexes,Large
query_1,15,2341.524,High Memory,single_column_indexes,Large
query_1,16,2455.848,High Memory,single_column_indexes,Large
query_1,17,2295.357,High Memory,single_column_indexes,Large
query_1,18,2145.076,High Memory,single_column_indexes,Large
query_1,19,2230.576,High Memory,single_column_indexes,Large
query_1,20,2009.644,High Memory,single_column_indexes,Large
query_1,21,2157.117,High Memory,single_column_indexes,Large
query_1,22,2357.17,High Memory,single_column_indexes,Large
query_1,23,2211.55,High Memory,single_column_indexes,Large
query_1,24,2245.678,High Memory,single_column_indexes,Large
query_1,25,2398.726,High Memory,single_column_indexes,Large
query_1,26,2049.242,High Memory,single_column_indexes,Large
query_1,27,2037.59,High Memory,single_column_indexes,Large
query_1,28,2147.603,High Memory,single_column_indexes,Large
query_1,29,2473.031,High Memory,single_column_indexes,Large
query_1,30,2580.587,High Memory,single_column_indexes,Large
query_2,1,88.889,High Memory,single_column_indexes,Large
query_2,2,91.404,High Memory,single_column_indexes,Large
query_2,3,120.593,High Memory,single_column_indexes,Large
query_2,4,83.969,High Memory,single_column_indexes,Large
query_2,5,105.915,High Memory,single_column_indexes,Large
query_2,6,85.571,High Memory,single_column_indexes,Large
query_2,7,80.364,High Memory,single_column_indexes,Large
query_2,8,101.208,High Memory,single_column_indexes,Large
query_2,9,78.948,High Memory,single_column_indexes,Large
query_2,10,81.434,High Memory,single_column_indexes,Large
query_2,11,97.612,High Memory,single_column_indexes,Large
query_2,12,80.975,High Memory,single_column_indexes,Large
query_2,13,88.889,High Memory,single_column_indexes,Large
query_2,14,89.073,High Memory,single_column_indexes,Large
query_2,15,102.094,High Memory,single_column_indexes,Large
query_2,16,98.6,High Memory,single_column_indexes,Large
query_2,17,99.342,High Memory,single_column_indexes,Large
query_2,18,95.48,High Memory,single_column_indexes,Large
query_2,19,86.459,High Memory,single_column_indexes,Large
query_2,20,93.269,High Memory,single_column_indexes,Large
query_2,21,79.945,High Memory,single_column_indexes,Large
query_2,22,85.297,High Memory,single_column_indexes,Large
query_2,23,88.704,High Memory,single_column_indexes,Large
query_2,24,84.583,High Memory,single_column_indexes,Large
query_2,25,85.983,High Memory,single_column_indexes,Large
query_2,26,86.653,High Memory,single_column_indexes,Large
query_2,27,82.613,High Memory,single_column_indexes,Large
query_2,28,82.48,High Memory,single_column_indexes,Large
query_2,29,89.479,High Memory,single_column_indexes,Large
query_2,30,101.96,High Memory,single_column_indexes,Large
query_3,1,153.541,High Memory,single_column_indexes,Large
query_3,2,160.866,High Memory,single_column_indexes,Large
query_3,3,188.427,High Memory,single_column_indexes,Large
query_3,4,159.308,High Memory,single_column_indexes,Large
query_3,5,155.696,High Memory,single_column_indexes,Large
query_3,6,174.269,High Memory,single_column_indexes,Large
query_3,7,189.166,High Memory,single_column_indexes,Large
query_3,8,191.729,High Memory,single_column_indexes,Large
query_3,9,163.823,High Memory,single_column_indexes,Large
query_3,10,164.498,High Memory,single_column_indexes,Large
query_3,11,162.614,High Memory,single_column_indexes,Large
query_3,12,202.891,High Memory,single_column_indexes,Large
query_3,13,162.877,High Memory,single_column_indexes,Large
query_3,14,208.735,High Memory,single_column_indexes,Large
query_3,15,169.828,High Memory,single_column_indexes,Large
query_3,16,218.063,High Memory,single_column_indexes,Large
query_3,17,156.536,High Memory,single_column_indexes,Large
query_3,18,166.977,High Memory,single_column_indexes,Large
query_3,19,149.549,High Memory,single_column_indexes,Large
